0.03747559,0.19030762,0.90222168
0.05187988,0.20239258,0.8651123
0.0411377,0.19921875,0.89758301
0.04333496,0.20178223,0.89562988
-0.00170898,0.02978516,0.93908691
0.02355957,0.05444336,0.9005127
0.04785156,0.22351074,0.90429688
0.03356934,0.21679688,0.90234375
0.04992676,0.19702148,0.90063477
0.05358887,0.19726562,0.91174316
0.01245117,0.31738281,0.91687012
0.02233887,0.26782227,0.89904785
0.0447998,0.1583252,0.93322754
-0.0032959,0.21179199,0.89306641
0.04223633,0.17736816,0.87841797
0.03515625,0.17834473,0.92419434
0.05480957,0.14575195,0.88000488
0.07104492,0.14929199,0.91430664
0.0345459,0.20117188,0.89221191
0.02819824,0.19299316,0.9074707
0.04101562,0.18334961,0.90795898
0.0279541,0.18005371,0.89660645
0.03918457,0.18896484,0.89355469
0.04162598,0.18969727,0.89550781
0.04199219,0.18652344,0.89477539
0.04040527,0.18823242,0.89501953
0.03747559,0.18701172,0.89440918
0.03649902,0.18554688,0.89501953
0.1529541,0.14099121,0.07495117
0.21228027,0.14086914,0.48791504
0.00500488,0.20837402,0.89868164
-0.02575684,0.21337891,0.95507812
-0.14025879,0.20166016,0.89233398
-0.11621094,0.21618652,0.88452148
-0.05932617,0.18945312,0.88146973
-0.06445312,0.19030762,0.88256836
-0.05078125,0.19311523,0.89160156
-0.04797363,0.19384766,0.890625
-0.09521484,0.1854248,0.85449219
-0.14135742,0.17407227,0.88244629
-0.09338379,0.22595215,0.89196777
-0.11535645,0.23535156,0.87866211
-0.10083008,0.19311523,0.89428711
-0.09289551,0.19396973,0.89672852
-0.1192627,0.2388916,0.88220215
-0.11938477,0.20617676,0.87243652
-0.03649902,0.23266602,0.86364746
-0.02038574,0.24853516,0.89233398
-0.09436035,0.21374512,0.85888672
-0.09277344,0.22106934,0.87365723
-0.08703613,0.2166748,0.88037109
-0.09265137,0.21936035,0.88415527
-0.0847168,0.21557617,0.87390137
-0.08093262,0.22094727,0.85876465
-0.08239746,0.22131348,0.88574219
-0.08325195,0.22009277,0.88085938
-0.07702637,0.2199707,0.89038086
